,Id,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
2346,2347,19-26,Female,Married,0 to 2,2,1-3.5 K,<25%,Mon-Fri,No,No,Contract,No,Outskirt  Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,2,3,2,No
2347,2348,27-33,Female,Single,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,3,No
2348,2349,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
2349,2350,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
2350,2351,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
2351,2352,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,Yes,4,3,3,3,No
2352,2353,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
2353,2354,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,2,4,Yes
2354,2355,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
2355,2356,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
2356,2357,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
2357,2358,34-40,Male,Single,0 to 2,5,10-15 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,More than 12 days,Yes,No,No,No,2,2,0,4,Yes
2358,2359,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
2359,2360,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
2360,2361,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
2361,2362,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
2362,2363,19-26,Female,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,0,2,3,4,No
2363,2364,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
2364,2365,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,3,4,2,Yes
2365,2366,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,1,3,3,No
2366,2367,27-33,Male,Single,6 to 8,8,10-15 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,No,No,No,No,Less than 12 days,No,No,No,No,0,1,2,1,No
2367,2368,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
2368,2369,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,0,4,3,3,Yes
2369,2370,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
2370,2371,27-33,Male,Married,0 to 2,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,3,1,3,3,No
2371,2372,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
2372,2373,34-40,Female,Married,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,5,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,0,2,0,3,No
2373,2374,34-40,Male,Single,3 to 5,5,15 K above,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Near,High Cost,No,Working,2,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,2,0,4,No
2374,2375,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
2375,2376,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,3,2,Yes
2376,2377,34-40,Male,Single,3 to 5,5,15 K above,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Near,High Cost,No,Working,2,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,2,0,4,No
2377,2378,19-26,Male,Single,3 to 5,5,1-3.5 K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,4,3,2,Yes
2378,2379,34-40,Male,Single,0 to 2,5,15 K above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,No,Working,5,Yes,No,No,No,No,Less than 12 days,No,No,No,No,0,2,0,4,No
2379,2380,27-33,Female,Married,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Unemployed/resigned,1,No,No,Yes,No,No,Less than 12 days,No,No,No,Yes,3,1,3,3,No
2380,2381,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
2381,2382,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More than 12 days,No,Yes,No,No,4,2,2,2,No
2382,2383,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
2383,2384,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
2384,2385,27-33,Female,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,3,2,4,4,No
2385,2386,34-40,Male,Married,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Outskirt  Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,4,2,2,3,Yes
2386,2387,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
2387,2388,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,2,3,3,No
2388,2389,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
2389,2390,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
2390,2391,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More than 12 days,Yes,No,Yes,Yes,4,4,0,2,Yes
2391,2392,19-26,Female,Single,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Far,High Cost,No,Working,4,Yes,Yes,No,No,No,More than 12 days,No,Yes,Yes,No,4,3,2,2,No
2392,2393,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More than 12 days,Yes,No,Yes,Yes,4,4,0,2,Yes
2393,2394,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
2394,2395,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
2395,2396,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
2396,2397,27-33,Female,Single,0 to 2,8,15 K above,<25%,Mon-Fri,No,No,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,3,3,No
2397,2398,19-26,Female,Single,3 to 5,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,3,2,4,Yes
2398,2399,34-40,Male,Married,9 above,8,7-10 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,Yes,Yes,No,Yes,3,1,3,1,No
2399,2400,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,Yes,Yes,3,2,3,3,Yes
2400,2401,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,24/7 Operation,No,No,Permanent,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More than 12 days,No,No,No,No,4,3,3,1,No
2401,2402,27-33,Male,Single,6 to 8,8,10-15 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,No,No,No,No,Less than 12 days,No,No,No,No,0,1,2,1,No
2402,2403,27-33,Female,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,3,2,4,4,No
2403,2404,19-26,Male,Single,3 to 5,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Permanent,No,Business Center,Average,High Cost,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,3,3,4,No
2404,2405,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
2405,2406,27-33,Female,Married,0 to 2,5,1-3.5 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,1,1,1,4,Yes
2406,2407,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
2407,2408,19-26,Male,Married,0 to 2,2,1-3.5 K,<25%,Flexible Hours,No,No,Permanent,No,Town,Average,Average,Yes,Unemployed/resigned,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,2,3,Yes
2408,2409,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
2409,2410,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
2410,2411,27-33,Male,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,2,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,2,2,3,3,Yes
2411,2412,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
2412,2413,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
2413,2414,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
2414,2415,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,3,2,Yes
2415,2416,19-26,Male,Single,0 to 2,5,3.5-7 K,<25%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,0,3,2,No
2416,2417,19-26,Male,Single,0 to 2,8,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,5,No,No,No,Yes,Yes,More than 12 days,No,No,No,No,4,2,3,3,No
2417,2418,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,24/7 Operation,No,No,Permanent,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More than 12 days,No,No,No,No,4,3,3,1,No
2418,2419,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,0,4,3,3,Yes
2419,2420,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
2420,2421,27-33,Female,Married,3 to 5,5,7-10 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,Yes,No,Yes,No,3,4,0,3,No
2421,2422,27-33,Female,Married,0 to 2,5,10-15 K,25-50%,Flexible Hours,No,No,Permanent,Yes,Town,Average,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,Yes,Yes,4,3,3,2,Yes
2422,2423,27-33,Male,Married,0 to 2,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,3,1,3,3,No
2423,2424,27-33,Female,Married,0 to 2,8,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,4,4,2,Yes
2424,2425,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
2425,2426,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
2426,2427,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,2,3,3,No
2427,2428,27-33,Female,Married,0 to 2,8 above,15 K above,75-100%,Mon-Fri,Yes,Yes,Permanent,No,Outskirt  Town,Near,Average,No,Working,5,Yes,No,Yes,Yes,Yes,More than 12 days,Yes,No,Yes,No,4,2,3,3,No
2428,2429,19-26,Female,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,0,2,3,4,No
2429,2430,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
2430,2431,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
2431,2432,27-33,Male,Single,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Unemployed/resigned,3,Yes,No,No,Yes,No,More than 12 days,No,No,No,Yes,4,4,0,2,No
2432,2433,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
2433,2434,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
2434,2435,34-40,Male,Married,9 above,8,7-10 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,Yes,Yes,No,Yes,3,1,3,1,No
2435,2436,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,1,4,No
2436,2437,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
2437,2438,34-40,Male,Married,9 above,8,7-10 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,Yes,Yes,No,Yes,3,1,3,1,No
2438,2439,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
2439,2440,27-33,Female,Single,3 to 5,5,10-15 K,25-50%,Flexible Hours,Yes,No,Contract,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,No,More than 12 days,Yes,No,Yes,No,3,2,3,3,Yes
2440,2441,34-40,Female,Married,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,5,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,0,2,0,3,No
2441,2442,27-33,Female,Single,0 to 2,8,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,No,3,3,4,2,Yes
2442,2443,27-33,Female,Married,0 to 2,5,1-3.5 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,1,1,1,4,Yes
2443,2444,19-26,Female,Single,3 to 5,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,No,3,4,1,2,No
2444,2445,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,4,2,Yes
2445,2446,34-40,Male,Single,3 to 5,8 above,7-10 K,50-75%,24/7 Operation,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,4,2,No
2446,2447,27-33,Male,Single,0 to 2,8,3.5-7 K,25-50%,Flexible Hours,Yes,Yes,Permanent,Yes,Town,Near,High Cost,No,Working,4,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,1,3,Yes
2447,2448,19-26,Female,Single,3 to 5,5,3.5-7 K,25-50%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,2,Yes
2448,2449,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,1,4,No
2449,2450,27-33,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,0,2,4,No
2450,2451,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,2,3,3,No
2451,2452,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,1,4,No
2452,2453,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
2453,2454,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
2454,2455,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
2455,2456,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
2456,2457,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
2457,2458,27-33,Male,Single,3 to 5,5,7-10 K,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,0,3,No
2458,2459,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
2459,2460,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More than 12 days,No,Yes,No,No,4,2,2,2,No
2460,2461,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
